Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met5755,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-11.v2_1542,100,13.232,1snp,edge1.0,0.116,861,0.417,135,1542,
Met5762,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-69_1614,100,12.59,2snp,,0.232,861,0.308,135,1614,
Met5763,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-31.v2_1599,100,81.607,1snp,,0.116,861,0.492,135,1599,
Met5764,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-100_1420,100,133.32,,,0,900,0.04,135,1420,
Met5765,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-100_1420,91.889,4.399,73holes,edge2.0,0,900,0.5,135,1420,
Met5766,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-100_1420,100,45.065,,,0,900,0.118,135,1420,
Met5775,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-156_1442,93.496,8.118,4snp56holes,,0.497,861,0.455,135,1442,
Met5776,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-31.v1_1598,100,35.787,2snp,,0.232,861,0.279,135,1598,
Met5781,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-25_1546,100,9.675,2snp,edge1.0,0.232,861,0.4,135,1546,
Met5785,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-13_1584,90.708,6.748,1snp80holes,edge1.0,0.128,861,0.5,135,1584,
Met5787,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-11.v2_1542,100,25.897,2snp,,0.232,861,0.095,135,1542,
Met5788,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-67_1613,95.819,3.838,1snp36holes,edge0.0,0.121,861,0.5,135,1613,
Met5789,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-100_1420,100,11.075,,,0,900,0.333,135,1420,
Met5790,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-100_1420,94.556,6.123,49holes,edge1.0,0,900,0.5,135,1420,
Met5791,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-28.v1_1462,100,19.4,,,0,861,0.444,135,1462,
Met5792,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-100_1420,97.667,15.914,21holes,,0,900,0.25,135,1420,
Met5801,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-11.v2_1542,100,146.595,2snp,,0.232,861,0.495,135,1542,
Met5802,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-11.v2_1542,100,415.696,1snp,,0.116,861,0.027,135,1542,
Met5804,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-11.v2_1542,100,15.719,1snp,,0.116,861,0.125,135,1542,
Met5806,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-11.v2_1542,100,149.247,2snp,,0.232,861,0.456,135,1542,
Met5809,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-187_1460,100,178.312,1snp,,0.115,867,0.403,135,1460,
Met5815,CARD_v3.0.8_SRST2,SHV-OKP-LEN_Bla,SHV-12_1581,100,32.913,1snp,,0.116,861,0.471,135,1581,
Met5656,CARD_v3.0.8_SRST2,SRT_Bla,SRT-2_1631,100,5.632,15snp,edge2.0,1.319,1137,0.5,142,1631,
Met5669,CARD_v3.0.8_SRST2,SRT_Bla,SRT-1_1632,100,73.91,13snp,,1.143,1137,0.054,142,1632,
Met5731,CARD_v3.0.8_SRST2,SRT_Bla,SRT-2_1631,100,9.555,15snp,edge2.0,1.319,1137,0.2,142,1631,
Met5763,CARD_v3.0.8_SRST2,SRT_Bla,SRT-1_1632,100,410.245,15snp,,1.319,1137,0.017,142,1632,
Met4836,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,31.322,1indel,,0,804,0.077,391,2409,
Met4837,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,164.395,,,0,804,0.475,391,2409,
Met4841,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,84.207,,,0,804,0.058,391,2409,
Met4842,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,90.299,3.455,78holes,edge0.0,0,804,0.5,391,2409,
Met4843,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,111.16,1indel,,0,804,0.079,391,2409,
Met4846,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,93.159,3.028,1snp55holes,edge0.0,0.134,804,0.5,391,2409,
Met4847,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,11.272,,edge2.0,0,804,0.2,391,2409,
Met4849,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,463.014,1indel,,0,804,0.303,391,2409,
Met4853,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,323.307,1snp,,0.124,804,0.054,391,2409,
Met4855,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,286.882,1indel,,0,804,0.185,391,2409,
Met4856,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,116.672,,,0,804,0.217,391,2409,
Met4860,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,48.766,,,0,804,0.118,391,2409,
Met4861,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,62.513,1snp,,0.124,804,0.061,391,2409,
Met4862,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,756.212,1indel,,0,804,0.035,391,2409,
Met4863,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,403.332,1indel,,0,804,0.192,391,2409,
Met4870,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,23.466,,,0,804,0.111,391,2409,
Met4873,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,50.716,,,0,804,0.075,391,2409,
Met4875,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,34.494,1indel,,0,804,0.143,391,2409,
Met4878,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,91.045,6.617,2snp72holes,edge0.0,0.273,804,0.25,391,2409,
Met4880,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,13.779,2snp,edge1.5,0.249,804,0.333,391,2409,
Met4882,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,203.243,1indel,,0,804,0.129,391,2409,
Met4888,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,10.673,1indel,edge1.0,0,804,0.167,391,2409,
Met5657,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,933.427,,,0,804,0.09,391,2409,
Met5659,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,6.409,1indel,,0,804,0.286,391,2409,
Met5660,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,160.629,,,0,804,0.169,391,2409,
Met5661,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,29.507,,,0,804,0.1,391,2409,
Met5662,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,12.284,,,0,804,0.5,391,2409,
Met5663,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,35.868,1snp,,0.124,804,0.457,391,2409,
Met5664,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,12.573,,edge1.0,0,804,0.154,391,2409,
Met5666,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,508.096,1indel,,0,804,0.431,391,2409,
Met5667,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,303.881,1indel,,0,804,0.041,391,2409,
Met5668,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,7.242,,,0,804,0.2,391,2409,
Met5669,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,92.04,4.982,64holes,edge0.0,0,804,0,391,2409,
Met5670,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,836.576,1indel,,0,804,0.218,391,2409,
Met5673,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,10.684,,,0,804,0.333,391,2409,
Met5674,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,94.9,9.953,1snp41holes,edge0.0,0.131,804,0.167,391,2409,
Met5676,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,6.64,,edge1.0,0,804,0.5,391,2409,
Met5678,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,24.271,,,0,804,0.114,391,2409,
Met5682,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,98.01,2.686,16holes,edge1.0,0,804,0.5,391,2409,
Met5686,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,7.317,,edge2.0,0,804,0.286,391,2409,
Met5688,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,137.466,,,0,804,0.025,391,2409,
Met5698,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,265.761,1indel,,0,804,0.044,391,2409,
Met5699,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,24.097,,,0,804,0.333,391,2409,
Met5701,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,626.566,,,0,804,0.032,391,2409,
Met5704,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,23.071,,,0,804,0.125,391,2409,
Met5705,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,141.447,,,0,804,0.049,391,2409,
Met5706,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,14.378,,,0,804,0.333,391,2409,
Met5709,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,103.944,1snp,,0.124,804,0.458,391,2409,
Met5711,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,24.729,,,0,804,0.2,391,2409,
Met5712,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,4.394,1snp,edge1.0,0.124,804,0.333,391,2409,
Met5713,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,6.79,,edge2.0,0,804,0.077,391,2409,
Met5714,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,21.744,,,0,804,0.083,391,2409,
Met5715,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,96.891,2.378,3snp25holes,edge1.0,0.385,804,0.5,391,2409,
Met5716,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,91.915,3.23,65holes,edge0.0,0,804,0,391,2409,
Met5717,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,4.719,,edge2.0,0,804,0.333,391,2409,
Met5720,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,6.688,,edge1.0,0,804,0.333,391,2409,
Met5721,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,5.748,1holes,edge2.0,0,804,0.2,391,2409,
Met5723,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,27.374,,,0,804,0.409,391,2409,
Met5725,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,308.522,1indel,,0,804,0.08,391,2409,
Met5726,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,14.132,1indel,,0,804,0.25,391,2409,
Met5727,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,622.527,,,0,804,0.033,391,2409,
Met5729,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,95.522,2.464,36holes,edge0.0,0,804,0.2,391,2409,
Met5730,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,9.525,,,0,804,0.143,391,2409,
Met5733,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,95.896,5.93,33holes,edge2.0,0,804,0.25,391,2409,
Met5734,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,22.395,1snp,,0.124,804,0.3,391,2409,
Met5736,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,1564.443,1snp,,0.124,804,0.153,391,2409,
Met5737,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,62.19,,,0,804,0.043,391,2409,
Met5739,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,40.373,,,0,804,0.083,391,2409,
Met5740,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,41.852,,,0,804,0.065,391,2409,
Met5741,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,10.194,,,0,804,0.4,391,2409,
Met5746,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,5.739,,edge1.0,0,804,0.125,391,2409,
Met5748,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,1141.832,1indel,,0,804,0.469,391,2409,
Met5749,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,120.775,1snp,,0.124,804,0.057,391,2409,
Met5750,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,33.553,,,0,804,0.2,391,2409,
Met5751,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,33.179,,,0,804,0.091,391,2409,
Met5752,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,58.529,,,0,804,0.067,391,2409,
Met5753,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,98.609,,,0,804,0.059,391,2409,
Met5755,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,35.202,,,0,804,0.129,391,2409,
Met5757,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,12.446,,edge1.0,0,804,0.333,391,2409,
Met5760,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,13.211,,,0,804,0.176,391,2409,
Met5761,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,21.8,1indel,,0,804,0.167,391,2409,
Met5762,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,401.975,,,0,804,0.024,391,2409,
Met5764,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,244.133,,,0,804,0.038,391,2409,
Met5765,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,98.01,8.861,16holes,edge0.0,0,804,0.222,391,2409,
Met5766,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,67.518,,,0,804,0.049,391,2409,
Met5770,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,12.43,,,0,804,0.4,391,2409,
Met5772,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,19.963,1snp,,0.124,804,0.143,391,2409,
Met5774,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,28.353,1snp,,0.124,804,0.25,391,2409,
Met5776,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,7.964,,,0,804,0.222,391,2409,
Met5780,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,154.07,1indel,,0,804,0.237,391,2409,
Met5781,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,290.107,,,0,804,0.057,391,2409,
Met5782,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,30.337,,,0,804,0.163,391,2409,
Met5784,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,41.658,1indel,,0,804,0.053,391,2409,
Met5789,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,52.686,1snp,,0.124,804,0.063,391,2409,
Met5790,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,1328.34,,,0,804,0.179,391,2409,
Met5791,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,102.149,1snp,,0.124,804,0.327,391,2409,
Met5795,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.751,1977.415,2indel,,0,804,0.105,391,2409,
Met5796,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,11.501,1snp1indel,,0.124,804,0.4,391,2409,
Met5797,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,93.284,8.983,1indel53holes,edge0.0,0,804,0.167,391,2409,
Met5798,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,11.832,,,0,804,0.214,391,2409,
Met5799,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,115.716,1snp,,0.124,804,0.035,391,2409,
Met5800,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,12.37,1snp,edge2.0,0.124,804,0.091,391,2409,
Met5802,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,1263.67,,,0,804,0.028,391,2409,
Met5803,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,1970.048,1indel,,0,804,0.126,391,2409,
Met5804,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,98.191,,,0,804,0.427,391,2409,
Met5806,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,162.41,,,0,804,0.03,391,2409,
Met5807,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,91.667,8.455,67holes,,0,804,0.2,391,2409,
Met5808,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,139.928,,,0,804,0.051,391,2409,
Met5809,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,62.916,,,0,804,0.077,391,2409,
Met5812,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,10.186,1snp,edge2.0,0.124,804,0.5,391,2409,
Met5815,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,12.493,,edge1.0,0,804,0.2,391,2409,
Met4836,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,33.242,,,0,837,0.111,392,2410,
Met4837,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,208.743,,,0,837,0.062,392,2410,
Met4841,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,109.677,,,0,837,0.065,392,2410,
Met4842,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,91.039,2.201,2snp75holes,edge0.0,0.262,837,0.333,392,2410,
Met4843,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,142.327,,,0,837,0.068,392,2410,
Met4846,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,94.624,5.54,45holes,edge0.0,0,837,0.333,392,2410,
Met4847,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,97.252,9.477,2snp23holes,edge2.0,0.246,837,0.333,392,2410,
Met4849,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,545.563,,,0,837,0.062,392,2410,
Met4853,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,359.704,,,0,837,0.089,392,2410,
Met4855,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,376.407,,,0,837,0.059,392,2410,
Met4856,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,134.153,,,0,837,0.072,392,2410,
Met4860,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,51.628,,,0,837,0.132,392,2410,
Met4861,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,63.871,,,0,837,0.119,392,2410,
Met4862,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,967.215,,,0,837,0.052,392,2410,
Met4863,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,501.137,,,0,837,0.063,392,2410,
Met4868,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,99.522,3.357,4holes,edge1.0,0,837,0.333,392,2410,
Met4870,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,26.807,,,0,837,0.143,392,2410,
Met4872,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.056,,,0,837,0.4,392,2410,
Met4873,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,61.354,,,0,837,0.087,392,2410,
Met4874,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,95.341,4.646,39holes,edge0.0,0,837,0.333,392,2410,
Met4875,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,35.967,,,0,837,0.109,392,2410,
Met4878,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,6.675,,edge2.0,0,837,0.5,392,2410,
Met4879,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,96.177,4.306,32holes,edge2.0,0,837,0.5,392,2410,
Met4880,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,19.313,,,0,837,0.133,392,2410,
Met4882,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,258.375,,,0,837,0.047,392,2410,
Met4888,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,93.19,10.807,1snp57holes,,0.128,837,0.333,392,2410,
Met5657,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,1127.589,,,0,837,0.031,392,2410,
Met5659,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,95.102,11.252,41holes,edge0.0,0,837,0.25,392,2410,
Met5660,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,194.754,,,0,837,0.028,392,2410,
Met5661,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,38.748,,,0,837,0.143,392,2410,
Met5662,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,17.49,,,0,837,0.105,392,2410,
Met5663,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,36.038,,,0,837,0.087,392,2410,
Met5664,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,16.566,,,0,837,0.125,392,2410,
Met5666,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,652.226,,,0,837,0.033,392,2410,
Met5667,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,388.803,,,0,837,0.029,392,2410,
Met5668,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,8.977,,,0,837,0.333,392,2410,
Met5669,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,5.891,,edge2.0,0,837,0.2,392,2410,
Met5670,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,1082.005,,,0,837,0.028,392,2410,
Met5673,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,12.538,,,0,837,0.133,392,2410,
Met5674,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,9.715,,edge2.0,0,837,0.167,392,2410,
Met5675sub,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,99.164,2.13,7holes,edge1.0,0,837,0.4,392,2410,
Met5676,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.346,,edge1.0,0,837,0.273,392,2410,
Met5678,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,15.294,,,0,837,0.125,392,2410,
Met5682,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,95.46,5.14,38holes,edge0.0,0,837,0.286,392,2410,
Met5686,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.016,,edge2.0,0,837,0.333,392,2410,
Met5688,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,176.945,,,0,837,0.032,392,2410,
Met5696,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,6.248,,edge1.0,0,837,0.143,392,2410,
Met5698,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,336.987,,,0,837,0.029,392,2410,
Met5699,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,30.82,,,0,837,0.069,392,2410,
Met5701,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,880.574,,,0,837,0.028,392,2410,
Met5704,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,23.576,,,0,837,0.094,392,2410,
Met5705,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,33.239,,,0,837,0.074,392,2410,
Met5706,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,22.587,,,0,837,0.091,392,2410,
Met5707,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,92.354,2.306,64holes,edge2.0,0,837,0.5,392,2410,
Met5709,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,155.58,,,0,837,0.041,392,2410,
Met5711,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,19.964,,,0,837,0.1,392,2410,
Met5712,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,11.644,,,0,837,0.125,392,2410,
Met5713,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,95.699,3.056,36holes,edge2.0,0,837,0.5,392,2410,
Met5714,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,29.911,,,0,837,0.152,392,2410,
Met5715,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,99.761,4.482,2holes,edge0.0,0,837,0.333,392,2410,
Met5716,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.544,,edge1.5,0,837,0.2,392,2410,
Met5717,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,6.245,,,0,837,0.333,392,2410,
Met5720,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,93.548,5.175,54holes,edge1.0,0,837,0.25,392,2410,
Met5721,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.56,,edge2.0,0,837,0.25,392,2410,
Met5723,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,41.069,,,0,837,0.085,392,2410,
Met5725,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,408.197,,,0,837,0.031,392,2410,
Met5726,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,16.794,,,0,837,0.222,392,2410,
Met5727,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,890.297,,,0,837,0.032,392,2410,
Met5728,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,3.915,,edge1.0,0,837,0.5,392,2410,
Met5730,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,15.72,,,0,837,0.107,392,2410,
Met5733,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.825,,,0,837,0.4,392,2410,
Met5734,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,27.181,,,0,837,0.091,392,2410,
Met5736,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,2012.419,,,0,837,0.028,392,2410,
Met5737,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,93.047,,,0,837,0.049,392,2410,
Met5738,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,90.8,1.456,77holes,edge1.0,0,837,0.5,392,2410,
Met5739,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,53.103,,,0,837,0.063,392,2410,
Met5740,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,53.263,,,0,837,0.056,392,2410,
Met5741,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,16.403,,,0,837,0.1,392,2410,
