user_genome,domain,phylum,class,order,family,genus,species,Unique_ptid,site_specific,Survey_Period
Met8680_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Ezakiella,s__Ezakiella coagulans,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium frankenforstense,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__Aerococcus urinae_C,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus senegalensis,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia hominis,30,An,1
Met8680_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,30,An,1
Met8681_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Jonquetella,s__Jonquetella anthropi,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__Paraprevotella clara,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,s__,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena caecimuris,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_G,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.14,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A wexlerae,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.15,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas_A,s__Porphyromonas_A somerae,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.16,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.18,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E bromii_B,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.19,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium pyruviciproducens,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter lactaris,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.20,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Alterileibacterium,s__,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.21,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900548585,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.22,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Levyella,s__Levyella massiliensis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.23,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.24,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger qucibialis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.25,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,s__Lawsonella sp018376445,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.26,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium avidum,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.27,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A harei,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.28,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Negativicoccaceae,g__Negativicoccus,s__Negativicoccus sp900556745,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.29,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,s__,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,s__Ruminococcus_B gnavus,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.30,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides distasonis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.31,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola vulgatus,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.32,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,s__Phascolarctobacterium faecium,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.34,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Ezakiella,s__Ezakiella sp900540185,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.35,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__S5-A14a,s__S5-A14a sp000758905,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.36,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Fenollaria,s__Fenollaria sp900539725,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.37,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP sp000509125,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.38,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Eggerthella,s__Eggerthella lenta,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.39,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia magna,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A grossensis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.40,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp900541485,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.41,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides ovatus,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.42,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.43,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides merdae,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.44,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella buccalis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.45,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter rectalis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.46,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Saccharofermentanales,f__DTU023,g__SFGY01,s__SFGY01 sp004556455,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.47,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium adolescentis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Evtepia,s__Evtepia gabavorous,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_C,s__,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus senegalensis,30,Fg,1
Met8681_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp900539765,30,Fg,1
Met8682_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia_A,s__Facklamia_A ignava,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter rectalis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia,s__Facklamia hominis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Ezakiella,s__Ezakiella sp900540185,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.14,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001767255,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.15,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A harei,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.16,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001807205,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.18,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A wexlerae,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.19,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas_A,s__Porphyromonas_A somerae,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.20,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus senegalensis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.21,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium imitans,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.22,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A grossensis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.23,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.24,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Levyella,s__Levyella massiliensis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.25,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_C,s__,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.26,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella buccalis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.27,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.28,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_G,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.29,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,s__Lawsonella sp018376445,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E bromii_B,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.30,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia magna,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.31,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger qucibialis,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.32,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900548585,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.33,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.34,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_C,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp900539765,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Fenollaria,s__Fenollaria sp900539725,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__S5-A14a,s__S5-A14a sp000758905,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Negativicoccaceae,g__Negativicoccus,s__Negativicoccus sp900556745,30,Ic,1
Met8682_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila,30,Ic,1
Met8683_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,s__Actinotignum sanguinis,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Ezakiella,s__Ezakiella sp900540185,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Fenollaria,s__Fenollaria sp900539725,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.14,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia europaea_A,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.15,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.16,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium amycolatum,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium avidum,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.18,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,s__Lawsonella sp018376445,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_B,s__Campylobacter_B ureolyticus_A,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.20,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia_A,s__Facklamia_A ignava,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001767255,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Negativicoccaceae,g__Negativicoccus,s__Negativicoccus sp900556745,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus lugdunensis,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A lacydonensis,30,N,1
Met8683_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,s__,30,N,1
Met5731_megahit_binning_out_concoct_bins_bin.8,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,2,N,3
Met4805_megahit_binning_out_concoct_bins_bin.8,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,53,Tw,2
Met4858_bins_concoct_bins_bin.32.spades,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,28,N,3
Met8667_spades_binning_conconct_bins_bin.7,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,52,N,2
Met5742_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,5,N,3
Met4877_megahit_binning_out_concoct_bins_bin.8,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,46,N,3
Met5711_megahit_binning_out_concoct_bins_bin.16,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,14,Fg,2
Met5807_megahit_binning_out_concoct_bins_bin.3,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,52,N,1
Met7521_megahit_binning_out_concoct_bins_bin.6,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,54,Fg,3
Met4877_bins_concoct_bins_bin.17.spades,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,46,N,3
Met5780_megahit_binning_out_concoct_bins_bin.17,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,40,Tw,1
Met5698_megahit_binning_out_concoct_bins_bin.19,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,53,Fg,1
Met7497_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,27,Tw,2
Met5685_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,15,Tw,1
Met4843_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,23,Fg,2
Met5766_megahit_binning_out_concoct_bins_bin.22,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,13,Ic,1
Met8651_spades_binning_conconct_bins_bin.13,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,33,Fg,3
Met5776_megahit_binning_out_concoct_bins_bin.7,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,49,Ic,1
Met5786_megahit_binning_out_concoct_bins_bin.3,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,19,Tw,1
Met4805_bins_concoct_bins_bin.3.spades,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,53,Tw,2
Met5703_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,5,N,2
